Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],HVAC-System Capacity [kW],Baseboard Capacity Sum [kW],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Electricity [kWh]
Simulation133,Urban,93,5,3.41,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,22.7,24.1,5.3,0.08,24,26.8,6,0.28,75556.54682,22157.34511,3.455798,18.92,25.45,18.92,25.45,1945.126305,4637.77655,83.136,28.919,54.217
Simulation135,Urban,143,9,3.62,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2004,23.6,25.1,4.1,0.14,23,25.8,6.4,0.16,65570.48976,18113.39496,4.733196,25.63,17.62,25.63,17.62,1953.274984,4895.686652,94.731,38.042,56.689
Simulation136,Urban,77,6,3.84,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2013,22.5,24.2,4,0.05,22.1,26.5,6.4,0.45,33386.4353,8694.384192,5.824638,51.73,61.21,51.73,61.21,1388.743898,3290.625035,108.06,53.531,54.528
Simulation137,Suburbs,18,2,3.48,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_TanklessHeater,2013,21.1,25.8,5.1,0.12,23.5,25.2,6.3,0.47,6456.580416,1855.3392,10.155467,33.01,20.46,33.01,20.46,320.6143,425.044553,260.878,209.249,51.629
Simulation138,City,9,5,3.38,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2016,22.7,24.1,4.3,0.15,22.9,26.4,6.7,0.32,31597.30997,9348.31656,4.90742,23.12,15.98,23.12,15.98,1052.625792,2499.629845,91.179,37.841,53.339
Simulation139,Urban,121,4,3.73,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2016,21.5,25.6,4.2,0.16,22.3,25.6,6.4,0.16,30509.93113,8179.6062,5.96607,21.33,24.91,21.33,24.91,1046.910485,2356.503855,95.449,41.112,54.337
Simulation140,Suburbs,86,10,3.53,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,2019,22.7,24.5,5.4,0.15,22.9,24,6.8,0.18,50780.22717,14385.33348,5.402721,16.95,25.59,16.95,25.59,1688.590128,2316.28775,164.22,108.821,55.398
Simulation141,Country,163,3,4.16,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,2007,23.4,24.8,5.4,0.19,20.1,25.8,6.6,0.17,18187.02246,4371.8804,6.420348,27.37,16.16,27.37,16.16,725.72608,971.28211,239.578,185.238,54.34
Simulation142,Country,155,9,4.06,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2007,22.2,24.7,4.7,0.16,23.3,26.7,5.5,0.28,52670.73501,12973.08744,5.63375,26.03,18.42,26.03,18.42,1835.43075,4552.246619,97.545,41.663,55.882
Simulation143,Urban,166,2,3.85,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23.6,24,4.6,0.19,22.9,26.8,5.4,0.37,12861.3319,3340.605688,6.971708,40.17,27.27,40.17,27.27,537.123782,1379.612732,121.489,66.856,54.634
Simulation147,Suburbs,55,3,4.3,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,pre_1980,23.1,25,5.7,0.18,21.9,24.3,5.6,0.23,43648.78056,10150.8792,4.690029,29.02,45.02,29.02,45.02,1254.082344,1730.036573,154.7,101.993,52.707
Simulation149,City,121,5,3.68,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,1980_2004,22.1,25.9,4.2,0.17,20.4,24.2,6.4,0.27,29109.82391,7910.278236,5.288228,19.67,22.91,19.67,22.91,1081.769136,2591.586133,99.681,43.692,55.989
Simulation150,Urban,125,10,3.24,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,21.8,24.8,5.7,0.14,22.5,24.5,6.6,0.46,48525.25258,14976.92981,5.251061,12.24,23.24,12.24,23.24,1543.116028,3431.240211,84.125,29.626,54.499
Simulation151,City,72,4,4.01,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2013,22.7,25.2,4.4,0.18,21.8,25.2,5,0.4,28765.46232,7173.432,5.949678,29.65,41.61,29.65,41.61,939.685836,1277.732123,172.048,117.212,54.836
Simulation152,Urban,92,6,3.58,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,21.8,24.6,4.1,0.13,22.9,26.3,6.9,0.18,33645.5159,9398.1888,5.662138,16.36,26.09,16.36,26.09,1140.348732,2580.936178,97.141,42.163,54.978
Simulation154,Urban,135,4,3.11,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2016,21.3,25.1,5,0.16,21.9,25,6.4,0.49,33269.39599,10697.55498,4.675287,18.19,21.93,18.19,21.93,1138.029892,2592.140828,82.001,29.586,52.414
Simulation155,Suburbs,71,5,3.92,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2004,21.9,24.9,4.4,0.2,22.5,25.9,6.5,0.21,38837.41134,9907.502892,4.559926,30.51,37.21,30.51,37.21,1258.414738,3022.536831,92.998,36.803,56.195
Simulation156,Suburbs,125,7,3.79,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,2007,23.4,24.4,5.5,0.19,22.4,26,5.6,0.23,60447.70595,15949.26278,4.402867,19.51,27.09,19.51,27.09,1980.77832,2649.862589,171.151,115.654,55.498
Simulation157,Country,44,5,3.35,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,pre_1980,22.4,25.3,4.1,0.16,21.2,24.2,6.9,0.15,28548.90797,8522.06208,5.31736,60.6,48.44,60.6,48.44,1095.16011,1432.332321,175.852,121.978,53.873
Simulation158,City,18,3,4.23,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,22.1,24,4.8,0.12,22.3,24.1,5.8,0.49,12958.73833,3063.53152,8.382127,26.39,19.71,26.39,19.71,592.889031,1466.250275,126.711,72.915,53.795
Simulation159,Country,128,7,4.16,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,2004,22,24.2,4.8,0.14,21.7,25.6,5.6,0.26,38508.42964,9256.834048,6.200454,21.32,45.83,21.32,45.83,1382.202038,3275.890744,100.841,44.106,56.736
Simulation161,Urban,138,7,3.89,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,1980_2004,21.4,25,4.2,0.1,23.6,26.8,5.2,0.33,60092.53639,15447.9528,4.791065,27.79,23.32,27.79,23.32,1931.17265,2543.676823,177.831,123.853,53.978
Simulation162,Urban,143,10,4.05,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,2013,23.2,24.7,4.8,0.1,23.7,24.8,5.4,0.29,95904.62462,23680.15423,4.045954,27.9,22.33,27.9,22.33,2852.83721,3823.543965,173.25,117.051,56.199
Simulation163,Country,64,8,3.47,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,1980_2004,23.7,25,5.2,0.18,22.9,26.3,5.8,0.3,36110.96668,10406.61864,5.572892,50.21,62.03,50.21,62.03,1412.4011,1848.6598,193.277,137.586,55.692
Simulation164,Suburbs,88,10,4.12,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2010,22,25.4,5.6,0.11,21.4,25.5,6.5,0.27,76583.22527,18588.16147,5.141755,33.33,32.94,33.33,32.94,2818.723157,6799.502649,107.102,50.358,56.745
Simulation165,Suburbs,114,8,3.57,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2019,22.4,24.9,4.5,0.09,21.5,26.3,6.3,0.2,60461.04819,16935.86784,4.266233,29.08,34.32,29.08,34.32,1903.563932,4478.750665,91.193,34.939,56.254
Simulation168,Urban,49,7,4.06,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2004,22.1,24.1,4.7,0.19,23.8,26.5,6.2,0.46,48752.88892,12008.10072,5.341729,38.63,35.67,38.63,35.67,1946.341141,4803.426048,105.322,49.71,55.611
Simulation169,City,105,8,4.31,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2019,23.1,25.2,5.5,0.07,23.4,24.2,7,0.18,53815.93653,12486.29618,5.787358,53.02,68.21,53.02,68.21,1971.897663,5164.186535,112.893,56.601,56.293
Simulation171,Country,68,3,3.99,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,21.3,24.7,5.9,0.07,24,26.2,6.5,0.36,16556.23496,4149.43232,6.73555,19.67,26.85,19.67,26.85,686.262228,1631.728406,116.181,61.328,54.852
Simulation175,Suburbs,134,2,2.89,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2016,21.6,25.2,4.6,0.1,20.9,26.3,5.6,0.36,20195.33833,6988.006344,4.86077,15.05,21.57,15.05,21.57,741.110738,1665.53064,91.348,36.26,55.089
Simulation178,Urban,31,4,3.71,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2007,21.3,26,4,0.19,21.8,25.8,5.7,0.19,21679.08078,5843.418,6.942564,21.32,19.73,21.32,19.73,937.200686,2114.483172,113.373,57.646,55.727
Simulation179,City,21,7,4.26,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2016,22,25.9,5.1,0.17,21.4,26.4,7,0.27,62568.07781,14687.34221,4.800432,47.57,33.02,47.57,33.02,2020.148114,4786.042105,93.14,38.465,54.675
Simulation180,Country,2,5,3.75,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,22.7,24.6,5.5,0.06,23.7,25.7,6.5,0.27,36528.34185,9740.89116,4.914676,63.85,52.95,63.85,52.95,1301.971674,3107.229249,102.446,46.158,56.288
Simulation181,Suburbs,128,10,4.32,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,21.5,25.8,5.5,0.12,20.4,26.5,6.5,0.45,71641.46762,16583.67306,4.577907,47.86,64.17,47.86,64.17,2280.556013,4874.530933,96.274,39.231,57.044
Simulation182,Suburbs,107,7,4.24,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,23.3,25.1,4.1,0.2,23.8,24.9,6,0.18,29249.1641,6898.38776,6.289242,18.94,24.29,18.94,24.29,1258.860107,3356.352937,122.361,66.001,56.361
Simulation184,Urban,148,4,4.26,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,2007,21.2,25.3,4.7,0.09,22.2,24.4,6.3,0.29,60418.12112,14182.65754,3.747448,28.76,20.42,28.76,20.42,1480.284372,2028.244175,139.737,85.451,54.287
Simulation185,Urban,169,8,4.02,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,23.6,24,4.7,0.14,23.6,26.8,6.3,0.38,133606.2128,33235.37633,3.287387,27.84,20.68,27.84,20.68,3191.354999,8107.841828,86.681,30.778,55.902
Simulation186,Urban,103,3,2.99,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2016,23.2,24.1,4.8,0.11,21.9,26.8,5.6,0.21,14976.2211,5008.7696,6.447103,17.27,20.95,17.27,20.95,683.976714,1807.545528,103.894,49.125,54.769
Simulation187,Country,47,3,3.58,External-Shading,NZEB,DHWBaseboard,Electric_TanklessHeater,2013,22.7,25.5,4.8,0.09,23.1,24,6.8,0.36,28595.37682,7987.535424,4.97499,32.28,40.49,32.28,40.49,905.024388,1259.210493,152.76,99.86,52.9
Simulation188,Urban,110,6,3.38,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_TanklessHeater,2004,23.4,24.8,4.4,0.13,21.6,26.6,5.3,0.49,39732.16624,11755.07877,5.555878,19.41,24.37,19.41,24.37,1419.52509,1896.159656,172.967,119.218,53.748
Simulation189,City,110,2,2.82,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,1980_2004,23.7,25,5.7,0.13,20.2,26.2,5.4,0.34,9374.106395,3324.151204,6.949661,22.19,33.16,22.19,33.16,422.612532,573.268986,183.173,127.546,55.627
Simulation190,Country,168,7,3.84,External-Shading,GEG,DHWBaseboard,Electric_WaterHeater,2013,22.9,24.3,5.4,0.17,21,25.5,6.4,0.4,48899.58679,12734.26739,5.134355,68.34,46.28,68.34,46.28,1504.326204,2090.140138,144.932,90.302,54.63
Simulation191,Urban,54,2,3.02,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2013,22.9,25.8,6,0.11,22,25.7,5.8,0.28,19872.34182,6580.245636,4.796703,16.31,22.65,16.31,22.65,735.446311,1797.622594,95.825,40.976,54.85
Simulation192,Country,54,6,4.31,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,1980_2004,21.3,24.1,5.6,0.15,23.7,24.3,6.7,0.27,42661.92417,9898.358275,5.428588,19.34,25.65,19.34,25.65,1399.893816,1919.402581,183.689,128.709,54.98
Simulation193,Suburbs,98,4,3.62,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2016,22.6,24.9,5.7,0.07,23.4,24.6,5.7,0.25,17854.92166,4932.2988,6.772475,20.1,37.43,20.1,37.43,719.842425,1766.778099,108.563,53.725,54.839
Simulation194,Urban,66,7,3.08,External-Shading,GEG,DHWBaseboard,Gas_TanklessHeater,2007,23.9,24.3,6,0.08,20.7,24.4,5.4,0.46,28661.51214,9305.68576,5.561257,47.93,58.59,47.93,58.59,1095.458064,1519.121401,151.081,95.361,55.719
Simulation195,Urban,157,3,3.82,External-Shading,Passive,BoilerBaseboard,Gas_WaterHeater,2010,24,24.7,5,0.19,22.2,26.5,6.8,0.26,30288.66696,7928.970408,5.638136,43.53,35.98,43.53,35.98,1048.347,1382.863288,195.444,142.634,52.81
Simulation196,City,63,5,3.83,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,23.3,24.4,4.9,0.06,23.8,27,6.9,0.26,48897.67716,12767.01754,4.220508,49.54,65.33,49.54,65.33,1609.852361,4207.119141,100.769,45.541,55.228
Simulation198,Suburbs,73,5,3.34,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2010,22.6,24.8,5.6,0.08,20.8,24.2,6.9,0.3,26913.9721,8058.07548,5.848569,41.62,60.9,41.62,60.9,946.20516,2229.001433,94.859,40.692,54.166
Simulation199,Suburbs,59,5,3.08,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2007,23.5,25,5.3,0.07,23.7,24,5.9,0.38,42499.27215,13798.46498,4.73037,25.06,36.13,25.06,36.13,1407.301496,3620.441793,85.145,31.799,53.346
Simulation200,City,155,10,2.85,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,1980_2004,22.4,25.4,4.7,0.06,23.2,24.5,6.4,0.2,58678.49258,20588.94477,4.936201,21.08,14.29,21.08,14.29,1779.337176,4363.885021,81.878,25.65,56.226
Simulation202,City,146,4,4.16,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,1980_2004,21.7,24.1,5,0.12,23.5,24.2,6.9,0.18,39915.8604,9595.15875,4.657914,28,20.91,28,20.91,1117.015548,1539.293202,154.125,97.984,56.141
Simulation203,City,58,10,3.88,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2013,21.6,25.2,5.8,0.11,23.9,25.6,5.6,0.3,137868.6557,35533.15868,3.276213,33.93,41.95,33.93,41.95,3004.669836,4172.690673,114.591,58.606,55.984
Simulation204,Urban,24,8,4.49,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2019,22.8,24.8,4.2,0.16,22.7,26.2,6.1,0.24,46664.63865,10393.01529,5.845575,46.77,40.25,46.77,40.25,1795.130952,4202.789728,115.386,60.95,54.436
Simulation206,Suburbs,15,6,4.48,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2016,21.7,25.1,5,0.19,21.7,24.8,6.6,0.31,50171.89073,11199.08275,4.962225,49.42,37.19,49.42,37.19,1478.992068,2000.891305,166.614,111.038,55.575
Simulation208,Country,177,3,4.16,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2019,22.6,24.7,4.4,0.13,20.8,26.4,5.5,0.2,25430.85373,6113.185992,5.995952,26.97,22.8,26.97,22.8,915.176064,2174.449418,106.557,54.613,51.944
Simulation209,Urban,156,4,3.14,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,1980_2004,21.1,25.3,4.8,0.13,23.6,24.6,5.9,0.36,14123.79065,4498.0225,6.892134,19.15,15.32,19.15,15.32,611.846848,1440.893566,102.064,49.648,52.415
Simulation210,Urban,92,1,4.2,External-Shading,GEG,BoilerBaseboard,Gas_WaterHeater,2010,23.7,25.4,5.3,0.14,23.9,26.3,5,0.43,18827.65226,4482.774348,5.088539,47.4,69.04,47.4,69.04,674.06443,901.35559,257.076,205.305,51.77
Simulation211,Country,16,4,3.82,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2004,21.5,25.8,4.9,0.1,21.6,24.8,5.5,0.27,54324.26278,14221.0112,3.869089,46.62,30.02,46.62,30.02,1433.71057,1861.121946,155.695,101.151,54.543
Simulation212,Country,65,5,2.98,External-Shading,GEG,BoilerBaseboard,Gas_WaterHeater,2016,21.7,24.6,4.8,0.13,23.9,27,5.8,0.3,38287.40648,12848.12298,4.303577,17.1,23.23,17.1,23.23,1211.71021,1579.388661,143.741,89.404,54.338
Simulation213,Suburbs,1,9,3.74,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,23.9,25.6,5.2,0.15,23,24.1,6.4,0.16,128061.7293,34241.10408,3.208896,68.02,46.01,68.02,46.01,2931.196817,7155.949879,81.699,26.218,55.48
Simulation214,Suburbs,52,6,3.92,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2016,22.8,25,4.3,0.12,22.3,25.6,5.5,0.38,56364.20806,14378.62451,4.275876,37.58,44.41,37.58,44.41,1718.10538,2251.096349,172.345,117.098,55.248
Simulation215,Urban,53,9,4.23,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2016,21.8,24.5,4.4,0.08,23.7,24.8,5.8,0.36,57813.40656,13667.472,5.273821,18.2,27,18.2,27,1909.524114,4430.928233,106.897,53.11,53.787
Simulation217,Suburbs,174,5,2.99,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,pre_1980,23.5,24.8,4.5,0.15,20,25.2,5.2,0.25,18998.83645,6354.125904,6.379531,19.84,14.92,19.84,14.92,787.290589,2010.950889,95.214,42.558,52.655
Simulation221,Country,107,3,3.8,External-Shading,Passive,BoilerBaseboard,Gas_WaterHeater,2010,21.1,24.2,5.1,0.07,20.3,26.8,5.1,0.35,15420.34406,4057.98528,7.744151,12.43,26.47,12.43,26.47,586.79561,768.009402,207.443,153.444,53.999
Simulation222,Suburbs,156,2,4.2,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2013,21.5,24.2,5.4,0.06,24,25.6,6.4,0.5,18742.1157,4462.4085,5.71349,27.69,19.85,27.69,19.85,678.290347,1599.263106,114.576,61.497,53.079
Simulation223,Urban,78,7,3.13,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,2016,23,24.7,5.4,0.12,22.8,26.9,6,0.33,22864.75156,7305.032448,6.8572,11.64,19.58,11.64,19.58,893.323055,2139.177595,98.809,43.612,55.197
Simulation224,Urban,153,4,3.95,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2010,21.4,24.8,5.8,0.11,21.2,26.7,5.9,0.18,20461.31146,5180.07885,6.988546,65.23,47.25,65.23,47.25,776.38619,1004.395556,196.776,141.099,55.677
Simulation225,Suburbs,125,2,4.29,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,pre_1980,23.7,25.9,5.1,0.05,23.4,26.6,6.8,0.25,13812.62673,3219.72651,7.083211,13.64,27.99,13.64,27.99,550.199008,1461.267014,129.5,73.974,55.526
Simulation226,Urban,75,7,3.96,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2010,21,24.7,5,0.16,22.1,24.1,7,0.46,95637.78164,24150.95496,3.344656,19.52,26.69,19.52,26.69,2134.996188,2947.115181,109.97,54.936,55.035
Simulation227,City,132,3,4.19,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2010,22.9,24.9,5,0.16,23.7,26.5,5.1,0.39,27635.73579,6595.641,5.646366,39.94,42.52,39.94,42.52,973.26578,1287.138693,232.484,179.956,52.528
Simulation228,City,138,2,3.01,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,23.4,24.2,5.2,0.19,21.1,26.7,6.3,0.34,10278.36644,3414.73968,6.785159,19.7,15.6,19.7,15.6,460.512918,1215.948156,101.696,48.279,53.416
Simulation229,Suburbs,34,9,3.9,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,pre_1980,22.6,24.6,4.8,0.19,23.6,24.6,6.3,0.21,51228.45,13135.5,5.326631,41.41,33.03,41.41,33.03,1843.1758,2430.897852,219.771,164.871,54.9
Simulation230,Suburbs,128,9,3.12,External-Shading,GEG,DHWBaseboard,Electric_TanklessHeater,1980_2004,23.1,24.1,5.2,0.08,22.3,26,5.5,0.22,43707.15648,14008.704,4.683261,49.96,58.65,49.96,58.65,1650.099804,2285.463367,145.285,89.929,55.356
Simulation231,Urban,107,1,3.14,External-Shading,GEG,DHWBaseboard,Gas_WaterHeater,2007,21.9,25.3,4.1,0.12,21.1,26.9,5.1,0.46,7368.905528,2346.7852,7.807322,22.77,36.4,22.77,36.4,366.79536,502.258482,197.795,148.053,49.742
Simulation232,Country,48,9,3.68,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2010,23.1,25.9,4.9,0.09,21.1,26.9,5.2,0.2,53730.35078,14600.6388,5.181735,53.94,65.55,53.94,65.55,2027.60081,2694.197022,207.073,151.882,55.191
Simulation233,Urban,40,2,2.88,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,1980_2004,23.7,26,4.1,0.07,23.6,25.8,5.5,0.28,23764.22896,8251.468389,4.265958,59.19,41.48,59.19,41.48,865.15745,1146.867459,188.213,135.44,52.772
Simulation234,Suburbs,17,2,3.5,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2010,23.1,25.4,4.4,0.08,22.6,26.5,6.5,0.33,15228.41985,4350.9771,6.518558,25.72,12.58,25.72,12.58,580.248168,801.294757,183.632,132.751,50.881
Simulation236,Urban,132,4,3.59,Low-SHGC-Value,GEG,DHWBaseboard,Electric_TanklessHeater,2013,23.9,25.8,4.1,0.17,20.3,26.7,5.8,0.32,14378.53158,4005.162,7.300921,44.03,63.07,44.03,63.07,623.293488,852.444208,209.838,156.855,52.983
Simulation237,City,69,8,3.49,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,22.7,25.5,5.7,0.1,22.8,24.9,5.4,0.42,29929.64277,8575.828875,6.348794,26.38,35.77,26.38,35.77,1217.433074,2893.454844,108.362,52.055,56.308
Simulation238,Urban,6,3,3.24,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2019,21.2,25.3,4.7,0.14,22.4,24.7,5.9,0.19,11578.09324,3573.485568,7.487031,30.88,25.17,30.88,25.17,527.932302,1210.329315,108.578,53.923,54.656
Simulation239,Urban,132,7,3.31,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2004,23.4,25.9,5.6,0.16,21,25.9,5.2,0.22,71613.76186,21635.5776,3.912382,47.46,65.01,47.46,65.01,2050.82259,5051.982505,80.855,25.662,55.192
Simulation240,Suburbs,50,10,3.05,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,pre_1980,22.8,24.2,4.6,0.19,20.8,25.4,6.8,0.39,62737.54001,20569.68525,4.456448,30.47,32.58,30.47,32.58,2132.26138,2795.013055,146.74,90.727,56.014
Simulation241,Country,98,3,4.04,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,1980_2004,21.5,25.3,6,0.13,23.2,26.8,6.1,0.2,33012.26808,8171.353484,4.974649,23.38,25.62,23.38,25.62,1068.17878,1412.026362,202.57,147.814,54.756
Simulation242,Suburbs,30,8,3.52,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2004,22.7,25.5,4.4,0.2,22.8,25.3,5.7,0.47,67807.36924,19263.45717,4.49429,25.38,15.76,25.38,15.76,1827.462929,4261.467894,82.335,26.841,55.495
Simulation243,Urban,59,9,3.78,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_TanklessHeater,2013,22.2,24.2,4,0.1,21.5,26.8,6.6,0.35,71757.49589,18983.46452,4.801217,48.33,65.43,48.33,65.43,2209.53904,2908.08521,159.999,105.399,54.6
Simulation244,Suburbs,0,4,4.35,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2007,21.4,24.7,5.3,0.07,22.1,24,6.6,0.32,17335.55318,3985.18464,7.75316,25.03,14.03,25.03,14.03,688.15979,913.640662,261.361,206.434,54.928
Simulation245,Suburbs,137,4,3.92,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2004,22.1,24.8,4.9,0.13,20.9,26.1,6.8,0.47,41724.63492,10644.03952,4.622065,67.46,51.65,67.46,51.65,1327.447788,3127.87935,91.67,37.984,53.686
Simulation246,City,140,1,2.99,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2007,22.5,25.7,5.7,0.14,21.3,24.6,5.7,0.44,8784.867572,2938.0828,6.568597,22.05,15.4,22.05,15.4,405.524815,964.11842,106.279,56.355,49.924
Simulation247,Country,6,1,3.92,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,pre_1980,21.4,24.1,5.7,0.17,21.4,26.5,5.6,0.17,11464.59783,2924.642304,6.392625,66.5,43.91,66.5,43.91,440.610381,996.360839,108.053,58.45,49.603
Simulation248,Country,45,7,2.93,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2007,23,24.1,4.7,0.19,23.6,27,5.2,0.28,40260.97354,13740.9466,4.695882,21.06,13.14,21.06,13.14,1287.85645,1689.05852,145.606,89.543,56.063
Simulation249,City,108,7,3.77,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2007,21.8,25,4.4,0.11,21.4,25.3,5.4,0.32,27046.85132,7174.23112,7.057665,26.7,37.45,26.7,37.45,1178.554832,2601.113579,109.15,55.345,53.804
Simulation250,Suburbs,100,8,3.82,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,23.2,24.7,5.6,0.2,21.5,25.8,6,0.31,16514.05482,4323.051,8.968405,14.08,19.57,14.08,19.57,911.551488,2377.24681,136.911,81.766,55.144
Simulation251,Suburbs,134,2,4.4,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2010,21.8,24.5,5.1,0.11,20.7,24,6.1,0.3,23860.14261,5422.759685,5.065936,30.66,45.36,30.66,45.36,770.167553,1745.827148,108.259,53.031,55.229
Simulation253,Urban,133,10,3.14,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2016,22.4,24.5,5.1,0.09,21.4,25.6,5.2,0.4,54267.36601,17282.60064,4.408248,15.92,21.65,15.92,21.65,1657.29383,2188.791451,141.677,85.624,56.053
