Simulation,Unnamed: 0,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],A/V,Window to Wall Ratio [%],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Cooling [kWh/m?a],EUI Interior Lighting [kWh/m?a],EUI Exterior Lighting [kWh/m?a],EUI Interior Equipment [kWh/m?a],EUI Exterior Equipment [kWh/m?a],EUI Fans [kWh/m?a],EUI Pumps [kWh/m?a],EUI Heat Rejection [kWh/m?a],EUI Humidification [kWh/m?a],EUI Heat Recovery [kWh/m?a],EUI Water Systems [kWh/m?a],EUI Refrigeration [kWh/m?a],EUI Generators [kWh/m?a],EUI Electric Equipment [kWh/m?a],EUI Electricity [kWh],EUI Natrual Gas [kWh/m?a],EUI District Heating [kWh/m?a],EUI District Cooling [kWh/m?a],Boiler  Design Size Nominal Capacity [kW],CentralAirSourceHeatPumpCapacity[kW],District Heating Peak [kW],Baseboard Capacity Average [kW],Baseboard Capacity Sum [kW],Service Hot Water Tank Volume [m],Service Hot Water Design Flow Rate [l/min]
Simulation263,263,Urban,2,2,4.01,Vertical-Windows,2.99,3.41,4,3,2,10.18,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2019,23.3,24.4,5.5,0.1,22.1,25.5,6.2,0.25,13847.93883,3453.35133,0.249377,0.219185,7.326692,26.23,19.47,26.23,19.47,224.878,173.431,0,15.221,0,0,0,0,0.183,0,0,0,5.841,0,0,30.203,45.609123,5.841816,173.444505,0,0,0,497.02219,35.036437,805.838046,0,0
Simulation264,264,Country,12,6,3.31,Ribbon-Windows,2.95,2.97,4,4,3,11.49,FALSE,External-Shading,GEG,DHWBaseboard,Electric_WaterHeater,2019,21.7,24.3,4.1,0.08,23.7,25.1,5.2,0.28,38832.04654,11731.73612,0.302115,0.533552,4.715017,62.51,47.25,62.51,47.25,136.031,81.516,0,16.019,0,0,0,0,0.086,0,0,0,2.323,0,0,36.087,54.518866,0,81.522799,0,0,0,1006.23094,28.186298,1662.99161,320,5.28
Simulation265,265,Suburbs,91,3,2.81,Vertical-Windows,2.41,3.36,3,5,2,8.69,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_TanklessHeater,2007,21.4,24.6,4.9,0.19,21,24.4,6.6,0.23,12601.30697,4484.45088,0.355872,0.15626,6.395799,12.8,20.05,12.8,20.05,143.801,89.548,0,15.665,0,0,0,0,0.094,0,0,0,4.763,0,0,33.732,54.258485,0,89.554873,0,0,0,413.99831,21.186401,677.964843,0,0
Simulation266,266,Urban,102,7,3.57,Horizontal-Windows,3.07,3.7,5,3,4,10.84,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2007,22.3,24.5,5.3,0.07,20.4,26.3,6.4,0.45,66199.72494,18543.34032,0.280112,0.333552,4.391269,30.23,41.63,30.23,41.63,163.809,108.833,0,16.081,0,0,0,0,0.087,0,0,0,2.179,0,0,36.63,52.802156,111.019986,0,0,2023.24218,0,0,39.234206,2667.925995,0,0
Simulation267,267,Urban,117,3,3.64,Horizontal-Windows,2.84,2.67,3,3,2,12.81,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2019,22.9,25.5,4.6,0.13,20,24.8,5.9,0.37,13364.59401,3671.59176,0.274725,0.291761,7.775776,20.99,37.77,20.99,37.77,237.747,187.791,0,15.41,0,0,0,0,0.153,0,0,0,3.275,0,0,31.117,49.959647,187.806053,0,0,557.19253,0,0,23.040606,737.299397,0,0
Simulation269,269,Urban,149,6,3.64,Horizontal-Windows,3.83,2.23,5,4,4,11.72,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,1980_2004,23.7,25.1,4.5,0.14,22.9,25.1,5.6,0.17,53546.23647,14710.50452,0.274725,0.3298,4.864515,40.07,26.49,40.07,26.49,148.818,93.331,0,16.041,0,0,0,0,0.1,0,0,0,2.857,0,0,36.489,52.634796,2.856843,93.338194,0,0,0,1264.37781,35.574562,2098.899168,400,6.6
Simulation270,270,Urban,172,5,4.42,Ribbon-Windows,2.81,2.1,3,3,2,11.25,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2016,22.8,25.9,4.4,0.08,22.5,26.6,6.7,0.17,18192.48795,4115.9475,0.226244,0.569811,8.453421,67.8,45.09,67.8,45.09,328.215,274.886,0,15.808,0,0,0,0,0.223,0,0,0,3.36,0,0,33.938,49.97356,278.268405,0,0,845.50238,0,0,22.209233,1110.461671,110,1.92
Simulation271,271,Suburbs,81,10,3.71,Horizontal-Windows,2.17,2.46,4,4,2,11.74,FALSE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,1980_2004,23,25.9,5.1,0.15,23.9,25.4,6.7,0.29,34177.00876,9212.13174,0.269542,0.359765,6.587724,30.52,43.81,30.52,43.81,260.749,205.777,0,16.229,0,0,0,0,0.167,0,0,0,1.409,0,0,37.167,54.976604,205.793157,0,0,1506.0006,0,0,20.956968,1990.911932,140,2.28
Simulation272,272,Urban,137,4,3.62,Ribbon-Windows,2.17,3.34,5,4,2,10.77,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2010,22.9,25.6,5.9,0.09,23.2,24.2,5.9,0.43,20707.58066,5720.32615,0.276243,0.569317,6.697917,61.71,54.92,61.71,54.92,115.684,61.473,0,15.922,0,0,0,0,0.324,0,0,0,2.677,0,0,35.288,115.693626,0,0,0,0,924.602475,0,55.268562,2266.01106,0,0
Simulation273,273,City,140,7,4.46,Vertical-Windows,3.84,3.54,4,4,2,7.04,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,pre_1980,21.9,25,5.7,0.09,20.7,24.4,5.5,0.4,63634.57782,14267.84256,0.224215,0.260359,4.429022,28.51,24.42,28.51,24.42,96.308,39.839,0,16.217,0,0,0,0,0.205,0,0,0,2.511,0,0,37.537,93.80528,2.510703,0,0,0,1971.264734,0,69.211706,4706.396008,0,0
Simulation276,276,Country,78,1,3.99,Vertical-Windows,2.91,3.37,5,4,4,8.91,TRUE,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2004,21.2,24.5,5.4,0.1,22.4,25.6,5.5,0.16,15040.30239,3769.499346,0.250627,0.212768,5.889927,19.52,25.72,19.52,25.72,113.359,63.062,0,14.396,0,0,0,0,0.325,0,0,0,9.871,0,0,25.704,113.367752,0,0,0,0,599.218589,0,99.284566,1389.983924,0,0
Simulation278,278,Country,135,7,4.31,Vertical-Windows,2.85,3.61,4,4,4,11.57,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2010,22.5,24.7,5.6,0.08,22.4,24.2,6.1,0.17,82347.53253,19106.15604,0.232019,0.243195,4.07902,22.1,29.05,22.1,29.05,98.271,42.641,0,16.08,0,0,0,0,0.227,0,0,0,2.623,0,0,36.7,95.655687,2.623709,0,0,0,2244.999489,0,79.10577,5379.192352,480,7.98
Simulation279,279,Suburbs,94,6,3.94,Vertical-Windows,2.74,2.43,3,4,2,7.36,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,1980_2004,23,25.2,5.2,0.19,23.5,24.2,6.5,0.19,21658.21909,5497.00992,0.253807,0.176543,6.695447,13.26,22.98,13.26,22.98,216.912,161.396,0,16.074,0,0,0,0,0.17,0,0,0,2.856,0,0,36.417,55.520986,0,161.409238,0,0,0,729.94615,20.319354,1198.841884,170,2.88
Simulation281,281,Urban,57,8,4.39,Horizontal-Windows,3.71,3.49,5,5,4,11.86,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2010,22.1,25.1,4.2,0.16,23.8,25.1,6.3,0.28,146119.6074,33284.64861,0.22779,0.399041,3.210281,35.44,47.02,35.44,47.02,84.758,28.332,0,16.211,0,0,0,0,0.151,0,0,0,2.327,0,0,37.737,82.436901,2.327418,0,0,0,3450.423244,0,108.488106,8353.58413,750,12.54
Simulation283,283,Urban,95,4,3.12,Horizontal-Windows,3.02,2.77,3,4,3,11.38,TRUE,External-Shading,GEG,BoilerBaseboard,Gas_WaterHeater,1980_2004,22.9,25,4.4,0.18,20.2,26.9,5.1,0.36,22714.87177,7280.40762,0.320513,0.274515,5.224326,18.99,37.46,18.99,37.46,159.953,105.784,0,15.704,0,0,0,0,0.087,0,0,0,4.477,0,0,33.901,49.696308,110.269705,0,0,790.50435,0,0,25.344935,1039.142355,300,5.04
Simulation284,284,Suburbs,127,9,4.19,Horizontal-Windows,2.86,2.2,3,4,2,7.28,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,pre_1980,21.6,25.8,5.6,0.08,22,25.7,6,0.44,31530.72208,7525.232,0.238663,0.30941,7.013985,24.08,38.19,24.08,38.19,210.954,154.845,0,16.235,0,0,0,0,0.16,0,0,0,2.207,0,0,37.506,53.90595,2.207197,154.857415,0,0,0,1041.63392,19.661702,1690.906396,0,0
Simulation285,285,Urban,168,2,4.11,Vertical-Windows,2.6,3.99,4,4,3,12.98,TRUE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,1980_2004,22.1,24.8,5.2,0.08,23.8,26.5,5.6,0.29,24242.62506,5898.44892,0.243309,0.220747,5.85325,25.38,20.51,25.38,20.51,186.844,134.766,0,15.131,0,0,0,0,0.144,0,0,0,6.753,0,0,30.05,45.328622,6.753727,134.776883,0,0,0,699.69415,49.760627,1144.49443,380,6.24
Simulation286,286,Suburbs,127,3,2.91,Horizontal-Windows,2.64,2.3,4,5,3,9.43,FALSE,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,1980_2004,23.7,25.2,5.4,0.15,22.3,24.1,5.8,0.48,13853.61046,4760.69088,0.343643,0.274692,6.29851,24.3,31.59,24.3,31.59,191.097,135.074,0,15.66,0,0,0,0,0.113,0,0,0,6.259,0,0,33.991,49.768593,141.343527,0,0,574.72184,0,0,23.715286,758.889166,270,4.56
Simulation287,287,Urban,123,5,4.33,Ribbon-Windows,3.83,2.08,5,5,3,11.9,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2019,22.2,25.1,4.2,0.1,22.9,26.6,5.9,0.34,48975.30814,11310.69472,0.230947,0.625445,5.100831,51.72,71.4,51.72,71.4,198.119,142.458,0,16.017,0,0,0,0,0.118,0,0,0,3.248,0,0,36.279,52.418227,145.716983,0,0,1562.51294,0,0,41.088395,2054.419764,0,0
Simulation288,288,City,79,10,3.29,Vertical-Windows,2.47,2.32,4,5,4,11.11,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_WaterHeater,2010,21.3,25.2,5.2,0.18,21.2,26,6.7,0.47,54483.14241,16560.22566,0.303951,0.18747,5.195754,15.76,23.14,15.76,23.14,136.213,79.623,0,16.269,0,0,0,0,0.064,0,0,0,2.152,0,0,38.106,54.44234,81.781104,0,0,1674.19432,0,0,22.947944,2180.05466,330,5.58
Simulation293,293,Suburbs,162,4,3.56,Ribbon-Windows,2.54,2.12,5,3,3,9.38,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2013,22.6,24.8,4.5,0.14,22.3,24.5,5.1,0.27,14919.92383,4190.98984,0.280899,0.529672,7.608964,60.87,48.56,60.87,48.56,119.009,64.843,0,15.818,0,0,0,0,0.34,0,0,0,3.252,0,0,34.756,119.018129,0,0,0,0,700.79697,0,40.508032,1660.829292,150,2.46
Simulation295,295,Urban,6,8,3.39,Vertical-Windows,2.94,3.54,4,4,3,7.48,FALSE,External-Shading,Passive,DHWBaseboard,Electric_TanklessHeater,2013,23.7,25.2,4.4,0.08,20,26.3,6.5,0.22,52472.45069,15478.59902,0.294985,0.207993,5.051398,23.22,19.73,23.22,19.73,143.445,87.374,0,16.226,0,0,0,0,0.093,0,0,0,1.985,0,0,37.767,56.075448,0,87.380848,0,0,0,1330.9119,28.562111,2199.282527,0,0
Simulation297,297,Urban,134,3,3.28,Vertical-Windows,3.27,2.9,4,3,3,9.4,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2019,21.1,24.9,4.7,0.06,21.5,25.4,6.1,0.21,17891.15885,5454.6216,0.304878,0.198221,6.525886,18.4,22.19,18.4,22.19,96.6,43.966,0,15.531,0,0,0,0,0.223,0,0,0,4.124,0,0,32.757,96.607287,0,0,0,0,672.800052,0,47.45029,1518.409289,260,4.26
Simulation298,298,City,60,9,3.58,Vertical-Windows,2.65,3.85,3,4,3,12.52,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2019,23.8,24.7,4.1,0.17,20.6,26.8,5.8,0.21,68243.21658,19062.351,0.27933,0.206176,4.185512,18.98,23.52,18.98,23.52,88.962,33.97,0,16.134,0,0,0,0,0.183,0,0,0,1.974,0,0,36.702,86.995039,1.974381,0,0,0,2023.905329,0,58.427949,5024.803614,0,0
Simulation301,301,City,119,10,4.32,Vertical-Windows,2.13,2.81,3,4,4,9.59,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2019,24,24.8,5.9,0.2,22.3,26.8,6.3,0.27,57437.87878,13295.80527,0.231481,0.213079,5.400852,18.66,27.06,18.66,27.06,114.586,58.548,0,16.221,0,0,0,0,0.32,0,0,0,1.818,0,0,37.679,114.595182,0,0,0,0,2025.294623,0,54.73062,5199.408879,280,4.62
Simulation302,302,Urban,99,3,4.39,Horizontal-Windows,2.41,3.52,5,3,2,10.71,FALSE,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,2010,22.5,25.8,5.8,0.19,21.8,26.6,6.1,0.16,19149.44972,4362.06144,0.22779,0.388417,7.99055,37.36,42.61,37.36,42.61,221.569,168.743,0,15.648,0,0,0,0,0.174,0,0,0,3.85,0,0,33.155,48.979886,3.850426,168.756402,0,0,0,668.56323,34.054083,1089.730652,0,0
Simulation303,303,Country,61,10,2.98,Ribbon-Windows,2.3,2.88,4,5,3,12.06,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2016,24,25.5,5.3,0.15,20.5,24.5,6,0.49,49321.55946,16550.85888,0.33557,0.49973,4.685887,44.74,58.59,44.74,58.59,88.073,32.238,0,16.262,0,0,0,0,0.172,0,0,0,1.563,0,0,37.838,88.080348,0,0,0,0,1700.328413,0,43.058296,4090.538096,300,4.98
Simulation304,304,Urban,70,8,4.38,Vertical-Windows,3.16,2.63,4,4,2,8.75,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,21.5,24.8,5.6,0.07,22.3,25.1,5.7,0.29,46074.95054,10519.3951,0.228311,0.214979,5.848431,17.07,26.99,17.07,26.99,196.134,140.309,0,16.22,0,0,0,0,0.144,0,0,0,2.084,0,0,37.377,53.745218,2.084147,140.320505,0,0,0,1288.06505,27.32394,2103.943379,0,0
Simulation305,305,Urban,151,3,3.92,Ribbon-Windows,3.18,3.01,3,4,4,11.57,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,1980_2004,23.2,24.5,4.7,0.15,22.2,24.4,5.3,0.39,31837.70585,8121.863736,0.255102,0.545226,5.090254,67.31,45.41,67.31,45.41,94.274,41.689,0,15.43,0,0,0,0,0.223,0,0,0,4.614,0,0,32.317,94.281582,0,0,0,0,1028.608372,0,83.669328,2677.418508,450,7.44
Simulation307,307,Urban,13,8,4.41,Vertical-Windows,3,2.15,5,5,3,10.36,FALSE,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2016,22.2,25.1,5.9,0.17,21,26.2,5.3,0.29,59240.79126,13433.286,0.226757,0.224877,4.874096,28.5,17.32,28.5,17.32,99.32,43.021,0,16.253,0,0,0,0,0.219,0,0,0,1.879,0,0,37.949,99.328158,0,0,0,0,1937.666721,0,60.224073,4637.253613,290,4.86
Simulation308,308,Suburbs,1,3,2.85,Ribbon-Windows,2.7,2.49,5,4,3,8.74,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2016,23.7,25.6,4.5,0.18,20.9,24.7,6.1,0.16,13579.465,4764.72456,0.350877,0.491439,6.437354,56.3,45.21,56.3,45.21,205.345,150.074,0,15.702,0,0,0,0,0.125,0,0,0,5.208,0,0,34.236,50.066408,155.29437,0,0,604.73002,0,0,25.001597,800.051097,0,0
Simulation309,309,Country,59,7,3.63,Ribbon-Windows,3.62,2.94,4,4,2,12.61,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2016,21.8,24.2,5.3,0.19,22.7,26.7,5.2,0.38,49157.09235,13541.89872,0.275482,0.588721,5.228486,51,66.63,51,66.63,167.379,112.974,0,16.089,0,0,0,0,0.091,0,0,0,2.072,0,0,36.153,52.337028,115.055221,0,0,1595.86101,0,0,30.238029,2056.185963,0,0
Simulation310,310,Country,165,4,3.68,Vertical-Windows,3.97,3.69,5,5,2,7.7,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2019,23.1,25.7,5,0.2,22.4,25.2,6.9,0.36,45418.68972,12342.03525,0.271739,0.230661,4.562303,25.13,21.71,25.13,21.71,139.255,82.506,0,16.062,0,0,0,0,0.089,0,0,0,3.908,0,0,36.69,52.845078,3.908139,82.51277,0,0,0,1135.24148,46.152246,1892.242084,0,0
Simulation311,311,Suburbs,71,10,4.1,Vertical-Windows,2.58,3.87,4,5,3,8.54,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2007,23.5,24.2,4.9,0.06,20.3,26.9,5.9,0.17,91190.1306,22241.49527,0.243902,0.222168,3.998195,21.12,24.78,21.12,24.78,99.85,43.157,0,16.317,0,0,0,0,0.24,0,0,0,1.708,0,0,38.428,99.857993,0,0,0,0,2739.555445,0,72.846255,6920.394271,450,7.5
Simulation312,312,Urban,139,9,3.83,Vertical-Windows,2.73,2.23,4,4,3,11.39,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2013,23.8,25.8,4.4,0.06,23,25.6,5.2,0.39,45078.09298,11769.73707,0.261097,0.202308,5.501503,23.37,17.66,23.37,17.66,185.534,130.252,0,16.197,0,0,0,0,0.138,0,0,0,1.66,0,0,37.287,55.285782,0,130.262755,0,0,0,1303.38111,25.111238,2159.566427,220,3.66
Simulation314,314,Suburbs,93,4,4.05,Vertical-Windows,2.49,2.79,4,3,4,8.68,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,pre_1980,21.9,25.4,5.1,0.14,23.2,25.6,5.6,0.18,23988.54471,5923.09746,0.246914,0.206028,6.245327,20.25,21.48,20.25,21.48,197.133,142.644,0,15.738,0,0,0,0,0.151,0,0,0,4.175,0,0,34.424,50.317393,4.175606,142.655841,0,0,0,783.71806,31.18175,1278.451741,0,0
Simulation316,316,Country,106,4,4.12,Ribbon-Windows,2.72,3.34,5,4,4,11.75,FALSE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,23.5,24.2,5.6,0.17,21.6,24.9,5.8,0.36,45242.75824,10981.252,0.242718,0.574816,4.407699,53.23,67.27,53.23,67.27,154.947,100.311,0,15.79,0,0,0,0,0.109,0,0,0,3.923,0,0,34.814,50.717774,3.922909,100.318908,0,0,0,1186.98635,47.622874,1952.537853,0,0
Simulation317,317,Suburbs,170,6,3.61,Ribbon-Windows,3.69,2.47,3,5,4,12.18,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,1980_2004,21.9,26,4.2,0.13,22.5,25.6,5.2,0.43,57821.0955,16016.92396,0.277008,0.554532,4.504674,67,42.26,67,42.26,82.992,28.039,0,15.979,0,0,0,0,0.146,0,0,0,2.761,0,0,36.067,82.998389,0,0,0,0,1648.045342,0,65.097445,3840.749236,530,8.82
Simulation318,318,Urban,105,5,3.53,Vertical-Windows,3.48,3.79,5,4,3,8.32,TRUE,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,2016,21.6,24.3,4.6,0.1,20.5,24.8,5.4,0.47,50535.78093,14316.08525,0.283286,0.209026,4.596393,20.26,22.31,20.26,22.31,124.293,68.218,0,16.045,0,0,0,0,0.073,0,0,0,3.397,0,0,36.56,52.681734,3.397576,68.223184,0,0,0,1141.3539,37.627406,1881.370307,0,0
Simulation319,319,Urban,38,9,3.71,Vertical-Windows,3.74,2.67,5,3,4,10.72,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2013,23.4,25.9,5.8,0.15,22.6,24.8,6.9,0.28,75754.35585,20418.96384,0.269542,0.214208,4.430332,26.88,17.96,26.88,17.96,166.805,111.325,0,16.191,0,0,0,0,0.094,0,0,0,1.819,0,0,37.375,53.664932,113.153213,0,0,2345.48516,0,0,36.586948,3146.477501,350,5.82
Simulation321,321,Suburbs,60,9,4.32,Ribbon-Windows,2.8,2.35,5,4,2,11.41,TRUE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2016,22.5,25.2,4.3,0.19,21,25.3,6.5,0.41,48053.4768,11123.49,0.231481,0.609166,6.709207,54.97,68.37,54.97,68.37,106.338,50.801,0,16.252,0,0,0,0,0.255,0,0,0,1.561,0,0,37.47,104.7854,1.561386,0,0,0,1877.963608,0,49.068741,4219.911718,0,0
Simulation323,323,City,52,3,3.8,Ribbon-Windows,3.75,2.84,3,5,2,8.14,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,1980_2004,21.2,24.6,5.5,0.19,22.6,26.1,6.3,0.36,21967.116,5780.82,0.263158,0.578929,6.328233,47.29,67.19,47.29,67.19,98.716,42.851,0,15.682,0,0,0,0,0.215,0,0,0,6.068,0,0,33.901,92.656225,6.068444,0,0,0,764.612939,0,52.284221,1673.095063,0,0
Simulation326,326,Urban,39,3,4.06,Vertical-Windows,3.98,3.17,3,3,3,8.41,TRUE,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2004,23.2,26,5.3,0.07,21.3,26.7,5.9,0.32,26199.74259,6453.138568,0.246305,0.21583,5.80792,27.42,17.36,27.42,17.36,170.001,117.481,0,15.474,0,0,0,0,0.127,0,0,0,4.536,0,0,32.383,52.524714,0,117.490105,0,0,0,719.42546,37.226385,1191.244315,340,5.7
Simulation327,327,City,46,3,3.09,Horizontal-Windows,3.32,2.74,4,4,3,9.97,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2013,21.8,25.8,5.3,0.06,21.5,24.2,6.6,0.16,19540.3303,6323.731488,0.323625,0.29115,5.571709,23.67,36.37,23.67,36.37,94.851,40.152,0,15.591,0,0,0,0,0.209,0,0,0,5.571,0,0,33.329,89.287256,5.571613,0,0,0,705.433811,0,49.043134,1569.380277,330,5.46
Simulation328,328,City,1,2,4.23,Horizontal-Windows,2.97,3.54,3,5,3,12.55,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2016,22.3,24.1,4.8,0.16,21.3,25.4,5.7,0.25,26397.17114,6240.46599,0.236407,0.359916,4.825178,44.56,29.51,44.56,29.51,163.796,112.198,0,15.102,0,0,0,0,0.119,0,0,0,6.392,0,0,29.985,51.601915,0,112.206722,0,0,0,657.79943,47.711357,1097.361206,480,7.92
Simulation329,329,Urban,142,7,4.14,Ribbon-Windows,2.49,3.27,5,4,2,10.29,FALSE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2007,22.8,24.6,5.2,0.12,21.6,26.4,5.3,0.38,43538.70198,10516.59468,0.241546,0.60133,5.507212,65.85,57.39,65.85,57.39,213.997,158.478,0,16.192,0,0,0,0,0.128,0,0,0,2.042,0,0,37.157,53.48116,160.532501,0,0,1667.07119,0,0,31.768365,2160.248841,0,0
Simulation333,333,Country,80,3,3.17,Vertical-Windows,2.03,2.52,4,3,3,10.46,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2013,23.5,24.1,5.2,0.18,22.2,25.7,5.3,0.27,9809.007486,3094.324128,0.315457,0.165158,8.193567,14.9,20.05,14.9,20.05,250.19,197.457,0,15.502,0,0,0,0,0.162,0,0,0,4.585,0,0,32.484,48.152108,202.057502,0,0,498.13658,0,0,20.979196,671.334258,0,0
Simulation335,335,Urban,136,8,3.69,Vertical-Windows,3.47,3.13,4,5,3,10.85,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,21.9,24.6,4.9,0.19,20.4,26.6,6.9,0.46,78293.32003,21217.70191,0.271003,0.222566,3.803544,27.02,18.46,27.02,18.46,81.192,25.004,0,16.201,0,0,0,0,0.127,0,0,0,2.359,0,0,37.5,78.83855,2.359592,0,0,0,2157.719753,0,65.119661,5014.213931,0,0
Simulation336,336,Suburbs,132,10,3.43,Vertical-Windows,3.18,3.04,3,4,2,12.93,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,2016,23.1,25.3,4.4,0.1,23,24.3,6.7,0.28,54086.48075,15768.65328,0.291545,0.21105,5.086034,16.69,25.34,16.69,25.34,154.539,100.486,0,16.152,0,0,0,0,0.107,0,0,0,1.389,0,0,36.405,54.057074,0,100.493989,0,0,0,1540.75168,26.732669,2539.603563,250,4.14
Simulation337,337,Country,166,9,3.94,Vertical-Windows,3.11,3.76,4,5,4,9.01,FALSE,External-Shading,GEG,DHWBaseboard,Gas_WaterHeater,2019,22.6,25.7,5.2,0.14,23,25.2,6.2,0.24,111998.3306,28425.97224,0.253807,0.221692,3.341322,26.17,20.26,26.17,20.26,127.32,70.354,0,16.26,0,0,0,0,0.077,0,0,0,2.469,0,0,38.159,54.501181,2.469477,70.359819,0,0,0,2151.80735,41.757225,3591.121348,680,11.34
Simulation342,342,Suburbs,13,8,3.56,Ribbon-Windows,2.31,3.8,5,4,3,10.09,TRUE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2010,22.7,25.1,5,0.1,22.1,25.5,6.4,0.44,55614.11801,15621.94326,0.280899,0.552216,4.788648,61.59,53.1,61.59,53.1,148.859,92.884,0,16.218,0,0,0,0,0.099,0,0,0,2.073,0,0,37.586,53.906246,2.073283,92.891399,0,0,0,1585.28202,33.799224,2602.540226,0,0
Simulation344,344,Country,24,6,3.64,Horizontal-Windows,3.83,3.02,5,4,2,9.33,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,1980_2004,23.7,25.2,4.8,0.11,21.2,26.6,6.6,0.18,45746.3888,12567.68923,0.274725,0.338549,5.344196,40.53,28.8,40.53,28.8,94.976,39.194,0,16.155,0,0,0,0,0.208,0,0,0,2.426,0,0,36.993,92.557781,2.425947,0,0,0,1502.252427,0,61.642223,3636.891131,0,0
